timestamp,market,tf,setup_type,direction,price,entry,stop,target,rr,conviction,tier,trend,adx,rsi,vol_ratio,htf_bias,news_flag,decision,reject_reason,result,result_checked_at,score_breakdown,confidence_factors,detection_reason,atr,vwap,ema20,ema50,ema200,ema21,bb_upper,bb_middle,bb_lower,bb_width_pct,stoch_k,stoch_d,macd_line,macd_signal,macd_hist,close_price,regime,session_name,swing_high_30,swing_low_30,volume_raw,volume_20ma
2026-06-17T19:53:57.928517+00:00,SOL,*,SHADOW_SCAN,-,0.0,0.0,0.0,0.0,0.0,0,SHADOW,0,0.0,0.0,0.0,-,0,SHADOW_MAX_TRADES,would have been blocked: trade #11 of 3-trade daily cap,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-17T19:54:31.701362+00:00,NQ,*,SHADOW_SCAN,-,0.0,0.0,0.0,0.0,0.0,0,SHADOW,0,0.0,0.0,0.0,-,0,SHADOW_MARKET_HALT,NQ would have been halted: CONSECUTIVE_LOSSES=4,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-17T19:54:31.747225+00:00,BTC,*,SHADOW_SCAN,-,0.0,0.0,0.0,0.0,0.0,0,SHADOW,0,0.0,0.0,0.0,-,0,SHADOW_MAX_TRADES,would have been blocked: trade #11 of 3-trade daily cap,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-17T19:54:31.859352+00:00,BTC,1h,MACD_CROSS_BEAR,SHORT,64160.43,64160.43,66229.9109,0.0,0.0,0,DETECT,-6,20.9,33.5,3.44,LH_LL,0,DETECTED,,EXPIRED,2026-07-25T14:44:48.937222+00:00,,"{""bb_position"": ""near_lower"", ""stoch_signal"": ""oversold"", ""macd_signal"": ""bearish"", ""trend_strength"": ""bear"", ""adx_regime"": ""weak_trend"", ""rsi_zone"": ""neutral_lower""}","MACD bearish crossover (line -172.502 < signal -162.013, hist turning -10.489). Momentum shift down. [Context: price in lower 20% of Bollinger range | Stoch oversold (3) | MACD bearish (line<signal, hist negative) | volume 3.4x avg | ADX 20.9 | RSI 33.5] fb:w173",586.3698,65270.5741,65365.4836,65526.9052,64482.2488,65377.8218,66391.9888,65369.2055,64346.4222,3.1293,3.446,45.6312,-172.5023,-162.013,-10.4893,64160.43,VOLATILE_EXPANSION,US Session,66384.01,64081.07,1010.2002,293.7651
2026-06-17T19:54:31.864685+00:00,BTC,1h,MACD_CROSS_BEAR,SHORT,64160.43,64160.43,66229.9109,0.0,0.0,0,REJECT,-6,20.9,33.5,3.44,LH_LL,0,REJECTED_SUSPENDED,Suspended due to 1W/21L (4.5% WR) — shadow-logged to track would-have-fired rate,EXPIRED,2026-07-25T14:44:48.937222+00:00,,,"MACD bearish crossover (line -172.502 < signal -162.013, hist turning -10.489). Momentum shift down. [Context: price in lower 20% of Bollinger range | Stoch oversold (3) | MACD bearish (line<signal, hist negative) | volume 3.4x avg | ADX 20.9 | RSI 33.5] fb:w173",586.3698,65270.5741,65365.4836,65526.9052,64482.2488,65377.8218,66391.9888,65369.2055,64346.4222,3.1293,3.446,45.6312,-172.5023,-162.013,-10.4893,64160.43,VOLATILE_EXPANSION,US Session,66384.01,64081.07,1010.2002,293.7651
2026-06-17T19:54:31.889696+00:00,SOL,*,SHADOW_SCAN,-,0.0,0.0,0.0,0.0,0.0,0,SHADOW,0,0.0,0.0,0.0,-,0,SHADOW_MAX_TRADES,would have been blocked: trade #11 of 3-trade daily cap,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-17T19:55:02.462627+00:00,GC,1h,MACD_CROSS_BEAR,SHORT,4256.4,4309.5,4410.5365,4072.8,2.34,90,HIGH,-6,18.2,37.0,5.58,MIXED,0,CLOSED_WIN,,WIN,,,,"Trade closed WIN at 4256.4, +53.1 pts from entry 4309.5, held 1.3h.",,,,,,,,,,,,,,,,,,,,,,
2026-06-17T19:55:08.000113+00:00,NQ,*,SHADOW_SCAN,-,0.0,0.0,0.0,0.0,0.0,0,SHADOW,0,0.0,0.0,0.0,-,0,SHADOW_MARKET_HALT,NQ would have been halted: CONSECUTIVE_LOSSES=4,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-17T19:55:08.033495+00:00,BTC,*,SHADOW_SCAN,-,0.0,0.0,0.0,0.0,0.0,0,SHADOW,0,0.0,0.0,0.0,-,0,SHADOW_MAX_TRADES,would have been blocked: trade #11 of 3-trade daily cap,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-17T19:55:08.101563+00:00,BTC,1h,MACD_CROSS_BEAR,SHORT,64160.43,64160.43,66229.9109,0.0,0.0,0,DETECT,-6,20.9,33.5,3.44,LH_LL,1,DETECTED,,EXPIRED,2026-07-25T14:44:48.937222+00:00,,"{""bb_position"": ""near_lower"", ""stoch_signal"": ""oversold"", ""macd_signal"": ""bearish"", ""trend_strength"": ""bear"", ""adx_regime"": ""weak_trend"", ""rsi_zone"": ""neutral_lower""}","MACD bearish crossover (line -172.502 < signal -162.013, hist turning -10.489). Momentum shift down. [Context: price in lower 20% of Bollinger range | Stoch oversold (3) | MACD bearish (line<signal, hist negative) | volume 3.4x avg | ADX 20.9 | RSI 33.5] fb:w173",586.3698,65270.5741,65365.4836,65526.9052,64482.2488,65377.8218,66391.9888,65369.2055,64346.4222,3.1293,3.446,45.6312,-172.5023,-162.013,-10.4893,64160.43,VOLATILE_EXPANSION,US Session,66384.01,64081.07,1010.2002,293.7651
