alert_id,timestamp,market,tf,setup,direction,entry,stop,target,rr,method,trend_score,conviction,tier,leverage,suggested_hold,rsi,atr,adx,htf_bias,hour,vol_ratio,news_flag,status,result,bars_to_resolution,exit_price,last_rescore_conviction,partial_exit_done,session_id
9da81ba660,2026-04-15T05:39:09.637617+00:00,NQ,15m,APPROACH_SUPPORT,WATCH_LONG,25976.5,25966.2263,26015.0,3.75,swing_level,10,93,HIGH,,swing (1-3 days),43.43,20.5474,23.29,HH_HL,5,1.06,0,CLOSED,LOSS,0,25966.2263,93,,2026-04-15
81b7cda085,2026-04-15T07:23:43.584364+00:00,BTC,15m,APPROACH_SUPPORT,WATCH_LONG,73634.24,73539.5088,74417.88,8.27,swing_level,2,87,HIGH,12,swing (1-3 days),30.4,189.4623,24.6,MIXED,7,2.43,0,CLOSED,LOSS,0,73539.5088,87,,2026-04-15
a14602745d,2026-04-15T07:56:50.781444+00:00,BTC,15m,BREAK_RETEST_BEAR,SHORT,73771.2,73931.2357,71619.94,13.44,swing_level,3,73,MEDIUM,7,intraday (hours),35.65,191.8392,28.73,MIXED,7,1.65,0,CLOSED,LOSS,0,73931.2357,73,,2026-04-15
0454a06f4e,2026-04-15T08:31:12.831374+00:00,NQ,15m,VWAP_BOUNCE_BULL,LONG,26006.25,25997.6224,26042.5,4.2,swing_level,10,83,HIGH,,swing (1-3 days),54.69,19.3882,14.69,HH_HL,8,0.48,0,CLOSED,LOSS,0,25997.6224,83,,2026-04-15
6f31fbc3ff,2026-04-15T10:34:46.751013+00:00,NQ,1h,EMA21_PULLBACK_BULL,LONG,25955.75,25909.0014,26058.0,2.19,swing_level,9,83,HIGH,,swing (1-3 days),59.73,52.1216,55.6,HH_HL,10,0.24,0,CLOSED,SKIP,,25955.75,83,,2026-04-15
dfcb680cb4,2026-04-15T13:49:10.429668+00:00,SOL,1h,BREAK_RETEST_BEAR,SHORT,83.3,83.4178,82.69,5.18,swing_level,-10,72,MEDIUM,5,intraday (hours),42.34,0.6446,19.52,MIXED,13,0.99,0,CLOSED,SKIP,,83.3,72,,2026-04-15
