alert_id,timestamp,market,tf,setup,direction,entry,stop,target,rr,method,trend_score,conviction,tier,leverage,suggested_hold,rsi,atr,adx,htf_bias,hour,vol_ratio,news_flag,status,result,bars_to_resolution,exit_price,last_rescore_conviction,partial_exit_done,session_id,w7_setup_boost,w7_market_mult,w7_applied_layers
8412bb03d3,2026-05-21T02:31:44.174795+00:00,BTC,1h,BREAK_RETEST_BULL,LONG,77946.3,77634.9775,78570.0,2.0,swing_level_sweet,8,73,MEDIUM,4,intraday (hours),63.42,369.0812,14.48,HH_HL,2,0.35,0,CLOSED,LOSS,0,77634.9775,76,,2026-05-21,-2,0,L1:BREAK_RETEST_BULL-2
08bfcda322,2026-05-21T04:36:30.798712+00:00,NQ,15m,BREAK_RETEST_BULL,LONG,29389.25,29381.9585,29419.75,4.18,swing_level,8,70,MEDIUM,,intraday (hours),63.74,38.8537,31.21,HH_HL,4,0.36,0,CLOSED,WIN,0,29419.75,61,,2026-05-21,-2,0,L1:BREAK_RETEST_BULL-2
d62a31be42,2026-05-21T05:11:15.260710+00:00,NQ,15m,BREAK_RETEST_BULL,LONG,29412.5,29382.1264,29486.75,2.44,swing_level_sweet,8,77,MEDIUM,,intraday (hours),67.32,38.4339,34.26,HH_HL,5,0.78,0,CLOSED,LOSS,0,29382.1264,61,,2026-05-21,-2,0,L1:BREAK_RETEST_BULL-2
8af7f0e7df,2026-05-21T05:42:08.811434+00:00,NQ,15m,EMA21_PULLBACK_BULL,LONG,29377.5,29340.2045,29469.25,2.46,swing_level_sweet,8,81,HIGH,,swing (1-3 days),58.39,37.4673,34.49,HH_HL,5,0.89,0,CLOSED,LOSS,0,29340.2045,56,,2026-05-21,-1,0,L1:EMA21_PULLBACK_BULL-1
b19d949781,2026-05-21T06:12:09.862293+00:00,NQ,15m,EMA21_PULLBACK_BULL,LONG,29374.5,29285.7869,29593.5,2.47,swing_level_sweet,8,81,HIGH,,swing (1-3 days),57.23,40.7103,30.16,HH_HL,6,1.07,0,CLOSED,LOSS,0,29285.7869,40,,2026-05-21,-1,0,L1:EMA21_PULLBACK_BULL-1
57a6c2c952,2026-05-21T06:57:12.730247+00:00,GC,1h,VWAP_REJECT_BEAR,SHORT,4521.0,4545.5261,4469.1,2.12,swing_level_sweet,-10,77,MEDIUM,,intraday (hours),47.66,19.6306,26.06,LH_LL,6,0.87,0,CLOSED,LOSS,0,4545.5261,62,,2026-05-21,-15,0,L1:VWAP_REJECT_BEAR-15
5932a6994d,2026-05-21T07:25:53.192767+00:00,NQ,15m,STOCH_REVERSAL_BULL,LONG,29262.0,29180.7515,29439.75,2.19,swing_level_sweet,8,90,HIGH,,swing (1-3 days),38.95,48.1213,29.76,HH_HL,7,1.35,0,CLOSED,WIN,0,29439.75,66,,2026-05-21,12,0,L1:STOCH_REVERSAL_BULL+12
33f4b996bd,2026-05-21T08:21:24.452569+00:00,NQ,15m,EMA21_PULLBACK_BULL,LONG,29399.0,29294.705,29640.75,2.32,swing_level_sweet,8,76,MEDIUM,,intraday (hours),58.15,55.1499,27.11,HH_HL,8,1.36,0,CLOSED,LOSS,0,29294.705,40,,2026-05-21,-1,0,L1:EMA21_PULLBACK_BULL-1
32f47878d8,2026-05-21T13:06:33.359630+00:00,NQ,15m,STOCH_REVERSAL_BULL,LONG,29229.5,29163.2402,29375.5,2.2,swing_level_sweet,7,89,HIGH,,swing (1-3 days),40.62,55.6496,22.53,HH_HL,13,1.37,0,CLOSED,LOSS,0,29163.2402,74,,2026-05-21,12,0,L1:STOCH_REVERSAL_BULL+12
3036a4d88c,2026-05-21T13:47:26.970573+00:00,BTC,15m,BB_REVERSION_BULL,LONG,76768.3,76560.2679,77250.89,2.32,swing_level_sweet,7,72,MEDIUM,6,intraday (hours),30.64,195.8403,33.17,HH_HL,13,0.48,0,CLOSED,WIN,0,77250.89,58,,2026-05-21,-17,0,L1:BB_REVERSION_BULL-17
6df823205c,2026-05-21T13:51:27.188947+00:00,SOL,15m,BREAK_RETEST_BEAR,SHORT,85.53,85.6827,85.21,2.1,swing_level_sweet,-6,71,MEDIUM,5,intraday (hours),40.72,0.3067,26.93,MIXED,13,0.6,0,CLOSED,LOSS,0,85.6827,57,,2026-05-21,9,-10,"L1:BREAK_RETEST_BEAR+9,L2:SOL-BEAR-10"
aea071e010,2026-05-21T15:27:46.386160+00:00,NQ,15m,RSI_DIV_BULL,LONG,29242.0,29097.8908,29593.5,2.44,swing_level_sweet,7,77,MEDIUM,,intraday (hours),46.71,72.773,20.19,HH_HL,15,0.99,0,CLOSED,WIN,0,29414.25,40,,2026-05-21,-5,0,L1:RSI_DIV_BULL-5
e88c087a66,2026-05-21T15:57:46.092444+00:00,BTC,1h,STOCH_REVERSAL_BULL,LONG,77174.93,76526.8868,78570.0,2.15,swing_level_sweet,7,81,HIGH,2,swing (1-3 days),45.64,393.333,17.31,HH_HL,15,1.08,0,OPEN,,,,16,,2026-05-21,12,0,L1:STOCH_REVERSAL_BULL+12
f27d3412cc,2026-05-21T18:53:06.412546+00:00,GC,1h,STOCH_REVERSAL_BEAR,SHORT,4534.3,4569.8503,4455.0,2.23,swing_level_sweet,-10,90,HIGH,,swing (1-3 days),53.6,21.6258,19.9,LH_LL,18,0.93,0,CLOSED,LOSS,0,4537.4,50,,2026-05-21,-5,0,L1:STOCH_REVERSAL_BEAR-5
