alert_id,timestamp,market,tf,setup,direction,entry,stop,target,rr,method,trend_score,conviction,tier,leverage,suggested_hold,rsi,atr,adx,htf_bias,hour,vol_ratio,news_flag,status,result,bars_to_resolution,exit_price,last_rescore_conviction,partial_exit_done,session_id
1155ab8406,2026-04-13T04:45:50.295093+00:00,BTC,1h,VWAP_REJECT_BEAR,SHORT,71000.97,71234.538,70417.0501,2.5,atr_2.5R,-2,67,MEDIUM,5,intraday (hours),40.08,343.9398,36.58,LH_LL,4,0.55,0,CLOSED,LOSS,0,71234.538,67,,2026-04-13
5c4b082874,2026-04-13T05:01:04.254510+00:00,NQ,1h,VWAP_BOUNCE_BULL,LONG,25067.25,24933.4268,25401.808,2.5,atr_2.5R,7,93,HIGH,,swing (1-3 days),40.39,82.8659,25.73,HH_HL,5,0.13,0,CLOSED,WIN,0,25401.808,93,,2026-04-13
d475edc34d,2026-04-13T13:46:19.295298+00:00,NQ,1h,VWAP_BOUNCE_BULL,LONG,25200.75,25059.6125,25553.5938,2.5,atr_2.5R,7,100,HIGH,,swing (1-3 days),55.57,69.4375,16.7,MIXED,13,2.2,0,CLOSED,WIN,0,25553.5938,100,,2026-04-13
128e5275ce,2026-04-13T13:46:26.843095+00:00,BTC,1h,VWAP_BOUNCE_BULL,LONG,71056.57,70695.4996,71959.246,2.5,atr_2.5R,0,92,HIGH,3,swing (1-3 days),47.05,335.702,29.36,MIXED,13,4.31,0,CLOSED,WIN,0,71959.246,92,,2026-04-13
e85c692acc,2026-04-13T13:46:34.172147+00:00,SOL,15m,APPROACH_RESIST,WATCH_SHORT,82.82,82.9555,82.1,5.31,swing_level,-10,80,HIGH,9,swing (1-3 days),64.41,0.2709,19.55,LH_LL,13,0.07,0,CLOSED,LOSS,0,82.9555,80,,2026-04-13
28b94cb6ca,2026-04-13T13:49:28.694447+00:00,BTC,15m,APPROACH_RESIST,WATCH_SHORT,71408.84,71506.6834,71164.2315,2.5,atr_2.5R,0,69,MEDIUM,8,intraday (hours),66.86,195.6868,15.02,MIXED,13,3.0,0,CLOSED,LOSS,0,71506.6834,69,,2026-04-13
5b90c61f03,2026-04-13T13:50:09.225715+00:00,GC,1h,VWAP_BOUNCE_BULL,LONG,4750.6001,4721.2494,4823.9768,2.5,atr_2.5R,-2,71,MEDIUM,,intraday (hours),49.2,21.7534,18.37,MIXED,13,1.6,0,CLOSED,WIN,0,4823.9768,71,,2026-04-13
73af575784,2026-04-13T14:41:39.886287+00:00,BTC,15m,APPROACH_RESIST,WATCH_SHORT,71856.79,71971.8227,71619.94,2.06,swing_level,3,62,LOW,3,scalp (minutes-hours),74.63,230.0654,19.74,MIXED,14,2.21,0,CLOSED,WIN,0,71619.94,62,,2026-04-13
bb1cfa6171,2026-04-13T14:51:02.125334+00:00,NQ,1h,VWAP_BOUNCE_BULL,LONG,25293.25,25141.4027,25672.8683,2.5,atr_2.5R,7,94,HIGH,,swing (1-3 days),61.59,75.4866,18.86,MIXED,14,3.21,0,CLOSED,WIN,0,25672.8683,94,,2026-04-13
7d37282eb9,2026-04-13T14:56:12.228155+00:00,SOL,15m,APPROACH_RESIST,WATCH_SHORT,83.78,83.9804,82.1,8.38,swing_level,-10,80,HIGH,6,swing (1-3 days),67.67,0.4008,27.69,LH_LL,14,0.78,0,CLOSED,LOSS,0,83.9804,80,,2026-04-13
da7b3698f0,2026-04-13T15:09:33.615444+00:00,BTC,1h,VWAP_BOUNCE_BULL,LONG,72031.3,71354.7321,73722.7198,2.5,atr_2.5R,3,86,HIGH,2,swing (1-3 days),61.25,423.8395,31.4,MIXED,15,1.32,0,CLOSED,WIN,0,73722.7198,86,,2026-04-13
1649e7ea0d,2026-04-13T15:51:23.775319+00:00,SOL,15m,VWAP_REJECT_BEAR,SHORT,82.47,83.005,81.1324,2.5,atr_2.5R,-10,85,HIGH,2,swing (1-3 days),48.11,0.4251,26.46,LH_LL,15,0.4,0,CLOSED,LOSS,0,83.005,85,,2026-04-13
53bd67e575,2026-04-13T16:12:48.035490+00:00,GC,1h,VWAP_REJECT_BEAR,SHORT,4732.5,4747.319,4695.4524,2.5,atr_2.5R,-6,81,HIGH,,swing (1-3 days),43.48,21.0948,17.81,LH_LL,16,0.02,0,CLOSED,LOSS,0,4747.319,81,,2026-04-13
8f1e96f09d,2026-04-13T16:25:12.361787+00:00,BTC,1h,APPROACH_RESIST,WATCH_SHORT,72515.42,72743.0401,71558.46,4.2,swing_level,3,65,MEDIUM,5,intraday (hours),63.25,455.2402,31.95,MIXED,16,0.93,0,CLOSED,LOSS,0,72743.0401,65,,2026-04-13
7a76e49331,2026-04-13T16:55:42.193584+00:00,BTC,1h,VWAP_BOUNCE_BULL,LONG,72117.92,71585.0255,73450.1562,2.5,atr_2.5R,3,100,HIGH,2,swing (1-3 days),61.51,468.2723,31.95,MIXED,16,2.38,0,CLOSED,WIN,0,73450.1562,100,,2026-04-13
cede85afda,2026-04-13T17:31:09.850710+00:00,BTC,15m,APPROACH_RESIST,WATCH_SHORT,72633.75,72770.9198,71619.94,7.39,swing_level,3,65,MEDIUM,8,intraday (hours),72.16,274.3396,34.14,MIXED,17,0.12,0,CLOSED,LOSS,0,72770.9198,65,,2026-04-13
feb9f2acfc,2026-04-13T17:52:28.809672+00:00,BTC,1h,VWAP_BOUNCE_BULL,LONG,72192.44,71612.1214,73643.2364,2.5,atr_2.5R,3,100,HIGH,2,swing (1-3 days),61.87,467.5429,32.71,MIXED,17,2.17,0,CLOSED,WIN,0,73643.2364,100,,2026-04-13
dd517d577b,2026-04-13T19:21:40.135359+00:00,BTC,1h,APPROACH_RESIST,WATCH_SHORT,72743.21,72974.5396,71558.46,5.12,swing_level,3,65,MEDIUM,5,intraday (hours),67.24,462.6592,34.49,MIXED,19,0.46,0,CLOSED,LOSS,0,72974.5396,65,,2026-04-13
374b966cbe,2026-04-13T19:46:48.682652+00:00,SOL,15m,APPROACH_RESIST,WATCH_SHORT,83.96,84.1522,82.61,7.03,swing_level,-10,80,HIGH,7,swing (1-3 days),63.67,0.3843,20.32,LH_LL,19,0.16,0,CLOSED,LOSS,0,84.1522,80,,2026-04-13
