alert_id,timestamp,market,tf,setup,direction,entry,stop,target,rr,method,trend_score,conviction,tier,leverage,suggested_hold,rsi,atr,adx,htf_bias,hour,vol_ratio,news_flag,status,result,bars_to_resolution,exit_price,last_rescore_conviction,partial_exit_done,session_id,w7_setup_boost,w7_market_mult,w7_applied_layers
9eda39679b,2026-05-03T23:31:19.887782+00:00,BTC,1h,VWAP_BOUNCE_BULL,LONG,78692.98,78625.0868,78873.0,2.65,swing_level_sweet,6,73,MEDIUM,8,intraday (hours),52.4,310.0312,38.51,MIXED,23,1.09,0,CLOSED,LOSS,0,78625.0868,73,,2026-05-04,10,0,L1:VWAP_BOUNCE_BULL+10
dc8759a075,2026-05-04T00:02:04.699436+00:00,BTC,15m,VWAP_BOUNCE_BULL,LONG,78500.49,78435.9162,78631.23,2.02,swing_level_sweet,10,82,HIGH,15,swing (1-3 days),40.15,212.5691,24.37,MIXED,0,1.49,0,CLOSED,LOSS,0,78435.9162,82,,2026-05-04,10,0,L1:VWAP_BOUNCE_BULL+10
e44f010eed,2026-05-04T01:15:00.140425+00:00,BTC,15m,VWAP_BOUNCE_BULL,LONG,78455.5,78336.2701,78747.06,2.45,swing_level_sweet,10,89,HIGH,10,swing (1-3 days),41.46,205.4995,21.98,MIXED,1,1.25,0,CLOSED,LOSS,0,78336.2701,89,,2026-05-04,10,0,L1:VWAP_BOUNCE_BULL+10
a63abf7ee0,2026-05-04T01:56:23.885650+00:00,SOL,1h,VWAP_BOUNCE_BULL,LONG,84.63,83.2416,88.1,2.5,swing_level_sweet,0,85,HIGH,1,swing (1-3 days),58.44,0.4922,16.67,MIXED,1,4.08,0,CLOSED,LOSS,0,83.2416,85,,2026-05-04,10,0,L1:VWAP_BOUNCE_BULL+10
9313329732,2026-05-04T02:26:54.593539+00:00,SOL,1h,VWAP_BOUNCE_BULL,LONG,84.81,83.3113,88.1,2.2,swing_level_sweet,3,86,HIGH,1,swing (1-3 days),60.65,0.4935,17.67,MIXED,2,3.12,0,CLOSED,LOSS,0,83.3113,86,,2026-05-04,10,0,L1:VWAP_BOUNCE_BULL+10
0489aa0b72,2026-05-04T06:59:58.327708+00:00,NQ,15m,STOCH_REVERSAL_BULL,LONG,27899.5,27860.8799,27965.75,1.72,swing_level,10,88,HIGH,,swing (1-3 days),47.73,28.4254,25.61,HH_HL,6,0.81,0,CLOSED,LOSS,0,27860.8799,88,,2026-05-04,0,0,
1486a214ab,2026-05-04T08:08:30.551578+00:00,NQ,15m,APPROACH_SUPPORT,WATCH_LONG,27858.5,27842.9499,27897.0,2.48,swing_level_sweet,10,76,MEDIUM,,intraday (hours),42.3,31.1001,22.24,HH_HL,8,1.87,0,CLOSED,LOSS,0,27842.9499,76,,2026-05-04,0,0,
c67a93bb0e,2026-05-04T10:26:22.574614+00:00,NQ,15m,STOCH_REVERSAL_BULL,LONG,27745.25,27645.703,27951.25,2.07,swing_level_sweet,10,88,HIGH,,swing (1-3 days),30.86,45.7424,24.28,HH_HL,10,3.02,0,CLOSED,LOSS,0,27645.703,88,,2026-05-04,0,0,
eff365e825,2026-05-04T12:22:22.107090+00:00,NQ,15m,MACD_CROSS_BULL,LONG,27857.5,27813.6222,27951.25,2.14,swing_level_sweet,10,80,HIGH,,swing (1-3 days),49.57,48.7592,27.23,HH_HL,12,1.06,0,CLOSED,LOSS,0,27813.6222,80,,2026-05-04,0,0,
b9c30d074b,2026-05-04T13:21:29.002075+00:00,NQ,1h,EMA21_PULLBACK_BULL,LONG,27851.0,27803.9553,27965.75,2.44,swing_level_sweet,10,75,MEDIUM,,intraday (hours),54.48,80.9822,27.02,HH_HL,13,0.84,0,CLOSED,LOSS,0,27803.9553,75,,2026-05-04,-5,0,L1:EMA21_PULLBACK_BULL-5
eac0c5ee0a,2026-05-04T16:28:51.604703+00:00,NQ,15m,BB_REVERSION_BULL,LONG,27711.25,27591.073,27965.75,2.12,swing_level_sweet,8,69,MEDIUM,,intraday (hours),36.55,73.0899,36.34,MIXED,16,1.43,0,OPEN,,,,69,,2026-05-04,0,0,
