alert_id,timestamp,market,tf,setup,direction,entry,stop,target,rr,method,trend_score,conviction,tier,leverage,suggested_hold,rsi,atr,adx,htf_bias,hour,vol_ratio,news_flag,status,result,bars_to_resolution,exit_price,last_rescore_conviction,partial_exit_done,session_id,w7_setup_boost,w7_market_mult,w7_applied_layers
bbfdb919f6,2026-05-22T20:53:25.840279+00:00,SOL,1h,STOCH_REVERSAL_BULL,LONG,84.96,83.5682,87.77,2.02,swing_level_sweet,2,73,MEDIUM,1,intraday (hours),36.07,0.7545,22.03,MIXED,20,1.41,0,CLOSED,LOSS,0,83.5682,1,,2026-05-25,12,0,L1:STOCH_REVERSAL_BULL+12
2188dd6dc3,2026-05-23T05:14:21.177244+00:00,BTC,15m,EMA21_PULLBACK_BEAR,SHORT,75430.57,75544.2435,75120.0,2.73,swing_level_sweet,-1,66,MEDIUM,8,intraday (hours),40.89,114.2267,41.39,LH_LL,5,0.95,0,CLOSED,WIN,0,75120.0,66,,2026-05-25,-5,-5,"L1:EMA21_PULLBACK_BEAR-5,L2:BTC-BEAR-5"
8513dc44d6,2026-05-23T15:37:07.799046+00:00,BTC,15m,BB_REVERSION_BEAR,SHORT,75348.07,75640.7973,74567.49,2.67,swing_level_sweet,-5,87,HIGH,4,swing (1-3 days),63.18,155.9911,40.03,LH_LL,15,0.72,0,CLOSED,LOSS,0,75640.7973,32,,2026-05-25,12,-5,"L1:BB_REVERSION_BEAR+12,L2:BTC-BEAR-5"
add2ed11b1,2026-05-23T18:29:13.682628+00:00,SOL,15m,BB_REVERSION_BEAR,SHORT,84.76,84.9276,84.1,3.94,swing_level,-3,76,MEDIUM,5,intraday (hours),73.35,0.3253,44.13,LH_LL,18,1.07,0,CLOSED,LOSS,0,84.9276,54,,2026-05-25,12,-10,"L1:BB_REVERSION_BEAR+12,L2:SOL-BEAR-10"
8dfb386086,2026-05-23T18:51:46.905063+00:00,BTC,15m,BB_REVERSION_BEAR,SHORT,75754.51,75958.6381,75120.0,3.11,swing_level,-4,90,HIGH,6,swing (1-3 days),71.33,165.1602,31.49,LH_LL,18,0.48,0,CLOSED,LOSS,0,75958.6381,27,,2026-05-25,12,-5,"L1:BB_REVERSION_BEAR+12,L2:BTC-BEAR-5"
087c67d9c2,2026-05-23T20:27:14.493416+00:00,BTC,15m,BB_REVERSION_BEAR,SHORT,75958.98,76117.1412,75557.4,2.54,swing_level_sweet,-4,85,HIGH,7,swing (1-3 days),71.95,162.3041,37.15,LH_LL,20,1.68,0,CLOSED,LOSS,0,76117.1412,47,,2026-05-25,12,-5,"L1:BB_REVERSION_BEAR+12,L2:BTC-BEAR-5"
58b3615027,2026-05-23T21:04:11.387880+00:00,BTC,15m,BB_REVERSION_BEAR,SHORT,76862.0,77275.2036,75557.4,3.16,swing_level,2,68,MEDIUM,3,intraday (hours),74.47,270.4454,45.56,LH_LL,21,2.44,0,CLOSED,LOSS,0,77275.2036,43,,2026-05-25,12,-5,"L1:BB_REVERSION_BEAR+12,L2:BTC-BEAR-5"
214476620f,2026-05-23T21:11:54.971111+00:00,SOL,15m,STOCH_REVERSAL_BEAR,SHORT,86.69,87.1715,85.53,2.41,swing_level_sweet,2,72,MEDIUM,3,intraday (hours),77.98,0.4788,54.57,LH_LL,21,3.33,0,CLOSED,WIN,0,85.53,27,,2026-05-25,-3,-10,"L1:STOCH_REVERSAL_BEAR-3,L2:SOL-BEAR-10"
2d2306a381,2026-05-23T22:44:14.287376+00:00,SOL,15m,MACD_CROSS_BEAR,SHORT,85.74,86.3517,84.1,2.68,swing_level_sweet,0,70,MEDIUM,2,intraday (hours),59.26,0.4725,52.22,LH_LL,22,2.12,0,CLOSED,LOSS,0,86.3517,49,,2026-05-25,0,-10,L2:SOL-BEAR-10
960934d06c,2026-05-24T14:31:02.678903+00:00,BTC,1h,MACD_CROSS_BEAR,SHORT,76355.57,77134.5489,74197.11,2.77,swing_level_sweet,-8,92,HIGH,1,swing (1-3 days),47.15,360.2629,36.93,LH_LL,14,0.83,0,CLOSED,LOSS,0,77134.5489,7,,2026-05-25,0,-5,L2:BTC-BEAR-5
a2a3e25a38,2026-05-24T20:11:47.897932+00:00,SOL,15m,MACD_CROSS_BEAR,SHORT,85.02,85.386,84.1,2.51,swing_level_sweet,-10,90,HIGH,3,swing (1-3 days),35.73,0.2535,27.81,LH_LL,20,1.22,0,CLOSED,WIN,0,84.1,55,,2026-05-25,0,-10,L2:SOL-BEAR-10
116f89bec7,2026-05-24T22:37:38.335758+00:00,SOL,15m,EMA21_PULLBACK_BEAR,SHORT,84.88,85.3594,83.89,2.07,swing_level_sweet,-10,75,MEDIUM,3,intraday (hours),47.86,0.3979,35.49,LH_LL,22,0.9,0,CLOSED,LOSS,0,85.3594,60,,2026-05-25,-3,-10,"L1:EMA21_PULLBACK_BEAR-3,L2:SOL-BEAR-10"
d37102bebd,2026-05-25T01:15:45.849242+00:00,GC,1h,BB_REVERSION_BEAR,SHORT,4567.3,4587.1519,4522.2,2.27,swing_level_sweet,-10,87,HIGH,,swing (1-3 days),63.54,18.8395,19.0,LH_LL,1,0.32,0,CLOSED,LOSS,0,4573.6,16,,2026-05-25,12,0,L1:BB_REVERSION_BEAR+12
9b27ef6ac3,2026-05-25T14:42:12.728311+00:00,SOL,15m,BB_REVERSION_BEAR,SHORT,86.11,86.3643,85.58,2.08,swing_level_sweet,-6,84,HIGH,5,swing (1-3 days),58.7,0.2144,25.72,LH_LL,14,0.64,0,CLOSED,LOSS,0,86.3643,57,,2026-05-25,12,-10,"L1:BB_REVERSION_BEAR+12,L2:SOL-BEAR-10"
0d33469cd8,2026-05-25T15:14:13.954770+00:00,SOL,15m,BB_REVERSION_BEAR,SHORT,86.21,86.436,85.68,2.34,swing_level_sweet,-6,98,HIGH,6,swing (1-3 days),61.05,0.2201,28.47,LH_LL,15,2.21,0,CLOSED,WIN,0,85.68,57,,2026-05-25,12,-10,"L1:BB_REVERSION_BEAR+12,L2:SOL-BEAR-10"
5e76cb54dc,2026-05-25T16:53:58.022605+00:00,BTC,15m,BREAK_RETEST_BULL,LONG,77645.08,77564.0546,77834.55,2.34,swing_level_sweet,6,70,MEDIUM,8,intraday (hours),61.73,133.7636,33.79,MIXED,16,0.46,0,CLOSED,LOSS,0,77564.0546,44,,2026-05-25,-2,0,L1:BREAK_RETEST_BULL-2
